adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001647088-23-000005	1647088	WILLSCOT MOBILE MINI HOLDINGS CORP.	7350	US	AZ	PHOENIX	85008	4646 E. VAN BUREN STREET	SUITE 400	480-894-6311	US	AZ	PHOENIX	85008	4646 E. VAN BUREN STREET	SUITE 400	US	DE	000000000	WILLSCOT CORP	20171130	1-LAF	0	1231	8-K	20230131			20230127	2023-01-27 15:22:00.0	0	0	wsc-20230127_htm.xml	1	
0001651094-23-000002	1651094	ELEVATE CREDIT, INC.	6199	US	TX	FORT WORTH	76109	4150 INTERNATIONAL PLAZA	SUITE 300	817-928-1500	US	TX	FORT WORTH	76109	4150 INTERNATIONAL PLAZA	SUITE 300	US	DE	464714474			2-ACC	0	1231	8-K	20230131			20230127	2023-01-27 16:17:00.0	0	0	elvt-20230124_htm.xml	1	
0001654954-23-000908	1074828	KNOW LABS, INC.	3829	US	WA	SEATTLE	98101	500 UNION STREET	SUITE 810	206-903-1351	US	WA	SEATTLE	98101	500 UNION STREET	SUITE 810	US	NV	900273142	VISUALANT INC	20070220	4-NON	0	0930	8-K	20230131			20230127	2023-01-27 09:02:00.0	0	0	know_8k_htm.xml	1	
0001654954-23-000930	1277250	CHARGE ENTERPRISES, INC.	4822	US	NY	NEW YORK	10017	125 PARK AVENUE, 25TH FLOOR		917-268-0660	US	NY	NEW YORK	10017	125 PARK AVENUE, 25TH FLOOR		US	DE	900471969	TRANSWORLD HOLDINGS, INC.	20201005	4-NON	0	1231	8-K	20230131			20230127	2023-01-27 16:06:00.0	0	0	crge_8k_htm.xml	1	
0001654954-23-000931	1040470	AEHR TEST SYSTEMS	3825	US	CA	FREMONT	94539	400 KATO TERRACE		5106239400	US	CA	FREMONT	94539	400 KATO TERRACE		US	CA	942424084			4-NON	0	1231	8-K	20230131			20230127	2023-01-27 16:21:00.0	0	0	aehr_8k_htm.xml	1	
0001654954-23-000938	1876945	TPCO HOLDING CORP.	0100	US	CA	SAN JOSE	95125	1550 LEIGH AVENUE		647-823-9692	US	CA	SAN JOSE	95125	1550 LEIGH AVENUE		CA	BC	981566338			4-NON	0	1231	8-K/A	20221031			20230127	2023-01-27 17:16:00.0	0	0	tpco_8k_htm.xml	1	
0001663577-23-000031	1873722	BUBBLR INC.	7370	US	NY	NEW YORK	10036	21 WEST 46TH STREET		647-646-2263	US	NY	NEW YORK	10036	21 WEST 46TH STREET		US	WY	862355916			4-NON	0	1231	8-K/A	20221130			20230127	2023-01-27 15:00:00.0	1	0	bblr8k_a_htm.xml	1	
0001663577-23-000033	1873722	BUBBLR INC.	7370	US	NY	NEW YORK	10036	21 WEST 46TH STREET		647-646-2263	US	NY	NEW YORK	10036	21 WEST 46TH STREET		US	WY	862355916			4-NON	0	1231	8-K	20230131			20230127	2023-01-27 15:02:00.0	1	0	bblr8k_htm.xml	1	
0001683168-23-000374	1557798	TIANCI INTERNATIONAL, INC.	1311	AU		NSW	2148	20 HOLBECHE ROAD	ARNDELL PARK	61-02-9672-1899	AU		NSW	2148	20 HOLBECHE ROAD	ARNDELL PARK	US	NV	455440446	STEAMPUNK WIZARDS, INC.	20150702	4-NON	0	0731	8-K	20230131			20230127	2023-01-27 13:30:00.0	0	0	tianci_8k_htm.xml	1	
0001683168-23-000376	1368620	CANN AMERICAN CORP.	1090	US	CA	CLOVERDALE	95425	320 SANTANA DRIVE, #C		770-866-6250	US	CA	CLOVERDALE	95425	320 SANTANA DRIVE, #C		US	WY	843208139	CANAMED4PETS, INC.	20190510		0	0228	8-K	20221231			20230127	2023-01-27 14:10:00.0	1	0	cann_8k_htm.xml	1	
0001683168-23-000381	1652958	EDGEMODE, INC.	8082	US	FL	FT. LAUDERDALE	33301	110 E. BROWARD BLVD. SUITE 1700		707-687-9093	US	FL	FT. LAUDERDALE	33301	110 E. BROWARD BLVD. SUITE 1700		US	NV	474046237	FOURTH WAVE ENERGY, INC.	20200415	4-NON	0	1231	8-K	20230131			20230127	2023-01-27 16:01:00.0	0	0	edgemode_8k_htm.xml	1	
0001683168-23-000385	1829966	EBET, INC.	7900	US	NV	LAS VEGAS	89169	3960 HOWARD HUGHES PARKWAY, SUITE 500		888-411-2726	US	NV	LAS VEGAS	89169	3960 HOWARD HUGHES PARKWAY, SUITE 500		US	NV	853201309	ESPORTS TECHNOLOGIES, INC.	20210309	4-NON	0	0930	10-K/A	20220930	2022	FY	20230127	2023-01-27 16:57:00.0	0	0	ebet_i10ka-093022_htm.xml	1	
0001697884-23-000002	1697884	VITASPRING BIOMEDICAL CO. LTD.	8731	US	CA	IRVINE	92618	400 SPECTRUM CENTER DR. #1620		9492029235	US	CA	IRVINE	92618	400 SPECTRUM CENTER DR. #1620				371836726	SHEMN CORP.	20170210	4-NON	0	0131	8-K	20230131			20230127	2023-01-27 13:32:00.0	0	0	vsbc_8k_htm.xml	1	
0001704715-23-000002	1704715	ALPHA METALLURGICAL RESOURCES, INC.	1221	US	TN	BRISTOL	37620	340 MARTIN LUTHER KING JR. BLVD.		(423) 573-0300	US	TN	BRISTOL	37620	340 MARTIN LUTHER KING JR. BLVD.		US	DE	000000000	CONTURA ENERGY, INC.	20170425	2-ACC	0	1231	8-K	20230131			20230127	2023-01-27 16:16:00.0	0	0	amr-20230125_htm.xml	1	
0001789769-23-000018	1789769	INSTIL BIO, INC.	2836	US	TX	DALLAS	75219	3963 MAPLE AVENUE	SUITE 350	(972) 499-3350	US	TX	DALLAS	75219	3963 MAPLE AVENUE	SUITE 350			832072195			4-NON	0	1231	8-K	20230131			20230127	2023-01-27 17:01:00.0	0	0	til-20230124_htm.xml	1	
0001803599-23-000016	1803599	CONCENTRIX CORP	7389	US	CA	NEWARK	94560	39899 BALENTINE DRIVE		8007470583	US	CA	NEWARK	94560	39899 BALENTINE DRIVE		US	DE	271605762			1-LAF	1	1130	10-K	20221130	2022	FY	20230127	2023-01-27 08:04:00.0	0	1	cnxc-20221130_htm.xml	1	
0001819142-23-000006	1819142	SES AI CORP	3690	US	MA	WOBURN	01801	35 CABOT RD.		339-298-8750	US	MA	WOBURN	01801	35 CABOT RD.				000000000	IVANHOE CAPITAL ACQUISITION CORP.	20200723	4-NON	0	1231	8-K	20230131			20230127	2023-01-27 16:24:00.0	0	0	ses-20230127x8k_htm.xml	1	
0001829126-23-001047	926844	FUSS BRANDS CORP.	2834	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	917-720-3366	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	US	NV	841273503	CHINA BOTANIC PHARMACEUTICAL	20101202	4-NON	0	1031	8-K	20230131			20230127	2023-01-27 09:42:00.0	0	0	fussbrands_8k_htm.xml	1	
0001829126-23-001050	1883814	LEGATO MERGER CORP. II	1600	US	NY	NEW YORK	10017	777 THIRD AVENUE, 37TH FLOOR		(212) 319-7676	US	NY	NEW YORK	10017	777 THIRD AVENUE, 37TH FLOOR		US	DE	000000000			4-NON	0	1231	S-4/A	20220930	2022	Q3	20230127	2023-01-27 10:40:00.0	0	1	legatomerger_s4a6_htm.xml	1	
0001829126-23-001055	926844	FUSS BRANDS CORP.	2834	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	917-720-3366	US	NY	NEW YORK	10004	80 BROAD STREET	5TH FLOOR	US	NV	841273503	CHINA BOTANIC PHARMACEUTICAL	20101202	4-NON	0	1031	10-K	20221031	2022	FY	20230127	2023-01-27 12:13:00.0	0	1	fussbrands_10k_htm.xml	1	
0001829126-23-001069	1439237	QUALITY ONLINE EDUCATION GROUP INC.	8700	CA	ON	RICHMOND HILL	L4B2N7	#306- 650 HIGHWAY 7 EAST		16479476057	CA	ON	RICHMOND HILL	L4B2N7	#306- 650 HIGHWAY 7 EAST		US	DE	000000000	ADGS ADVISORY, INC.	20130719	4-NON	0	0831	8-K	20230131			20230127	2023-01-27 16:11:00.0	0	0	qualityonline_8k_htm.xml	1	
0001836875-23-000016	1836875	NUVVE HOLDING CORP.	3612	US	CA	SAN DIEGO	92106	2468 HISTORIC DECATUR ROAD		619-456-5161	US	CA	SAN DIEGO	92106	2468 HISTORIC DECATUR ROAD				861617000	NB MERGER CORP.	20201216	4-NON	0	1231	8-K	20230131			20230127	2023-01-26 17:46:00.0	0	0	nvve-20230125_htm.xml	1	
0001842952-23-000010	1842952	CONTEXT THERAPEUTICS INC.	2834	US	PA	PHILADELPHIA	19103	2001 MARKET STREET	SUITE 3915 UNIT #15	267-225-7416	US	PA	PHILADELPHIA	19103	2001 MARKET STREET	SUITE 3915 UNIT #15			863738787	CONTEXT THERAPEUTICS LLC	20210128	4-NON	0	1231	8-K	20230131			20230127	2023-01-27 16:03:00.0	0	0	cntx-20230124_htm.xml	1	
0001854270-23-000008	1854270	SENTI BIOSCIENCES, INC.	2836	US	CA	SOUTH SAN FRANCISCO	94080	2 CORPORATE DRIVE, FIRST FLOOR		(650) 382-3281	US	CA	SOUTH SAN FRANCISCO	94080	2 CORPORATE DRIVE, FIRST FLOOR		US	DE	862437900	SENTI BIOSCIENCES, INC.	20220615	4-NON	0	1231	8-K	20230131			20230127	2023-01-27 07:26:00.0	0	0	snti-20230127_htm.xml	1	
0000006201-23-000008	6201	AMERICAN AIRLINES GROUP INC.	4512	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		6822789000	US	TX	FORT WORTH	76155	1 SKYVIEW DRIVE		US	DE	751825172	AMR CORP	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:00:00.0	0	0	aal-20230126_htm.xml	2	4515
0000007084-23-000004	7084	ARCHER-DANIELS-MIDLAND CO	2070	US	IL	CHICAGO	60601	77 W. WACKER DR.		312-634-8233	US	IL	CHICAGO	60601	77 W. WACKER DR.		US	DE	410129150	ARCHER DANIELS MIDLAND CO	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:58:00.0	0	0	adm-20230126_htm.xml	1	
0000007789-23-000003	7789	ASSOCIATED BANC-CORP	6022	US	WI	GREEN BAY	54301	433 MAIN STREET		920-491-7500	US	WI	GREEN BAY	54301	433 MAIN STREET		US	WI	391098068	ASSOCIATED BANK SERVICES INC	19770626	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:16:00.0	0	0	asb-20230126_htm.xml	1	
0000009389-23-000004	9389	BALL CORP	3411	US	CO	WESTMINSTER	80021	9200 W. 108TH CIRCLE		3034695511	US	CO	WESTMINSTER	80021	9200 W. 108TH CIRCLE		US	IN	350160610	BALL CORP	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 17:08:00.0	0	0	bll-20230125x8k_htm.xml	1	
0000011544-23-000002	11544	BERKLEY W R CORP	6331	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	2036293000	US	CT	GREENWICH	06830	475 STEAMBOAT ROAD	.	US	DE	221867895			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:14:00.0	0	0	wrb-20230126_htm.xml	1	
0000016918-23-000011	16918	CONSTELLATION BRANDS, INC.	2080	US	NY	VICTOR	14564	207 HIGH POINT DRIVE	BUILDING 100	585-678-7100	US	NY	VICTOR	14564	207 HIGH POINT DRIVE	BUILDING 100	US	DE	160716709	CONSTELLATION BRANDS INC	20000920	1-LAF	0	0228	8-K	20230131			20230126	2023-01-26 16:34:00.0	0	0	stz-20230125_htm.xml	1	
0000017843-23-000005	17843	CARPENTER TECHNOLOGY CORP	3312	US	PA	PHILADELPHIA	19103	BNY MELLON BUILDING	1735 MARKET STREET, 15TH FL	6102082000	US	PA	PHILADELPHIA	19103	BNY MELLON BUILDING	1735 MARKET STREET, 15TH FL	US	DE	230458500			1-LAF	0	0630	10-Q	20221231	2023	Q2	20230126	2023-01-26 16:06:00.0	0	1	crs-20221231_htm.xml	1	
0000034088-23-000008	34088	EXXON MOBIL CORP	2911	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		9729406000	US	TX	IRVING	75039-2298	5959 LAS COLINAS BLVD		US	NJ	135409005	EXXON CORP	19920703	1-LAF	0	1231	8-K/A	20221130			20230126	2023-01-26 16:36:00.0	0	0	xom-20221130_htm.xml	1	
0000039263-23-000003	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	111 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 17:52:00.0	0	0	cfr-20230125_htm.xml	1	
0000039263-23-000005	39263	CULLEN/FROST BANKERS, INC.	6021	US	TX	SAN ANTONIO	78205	111 W HOUSTON ST		210-220-4011	US	TX	SAN ANTONIO	78296-1600	POST OFFICE BOX 1600		US	TX	741751768	CULLEN FROST BANKERS INC	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:30:00.0	0	0	cfr-20230126_htm.xml	1	
0000039311-23-000018	39311	INDEPENDENT BANK CORP /MI/	6022	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		8003550641	US	MI	GRAND RAPIDS	49525	4200 E BELTLINE AVE		US	MI	382032782			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 08:12:00.0	0	0	ibcp-20230126_htm.xml	1	
0000049938-23-000004	49938	IMPERIAL OIL LTD	2911	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.		1-800-567-3776	CA	AB	CALGARY	T2C 5N1	505 QUARRY PARK BOULEVARD S.E.				980017682			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:58:00.0	0	0	imo-20230126_htm.xml	1	
0000050863-23-000005	50863	INTEL CORP	3674	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	4087658080	US	CA	SANTA CLARA	95054	2200 MISSION COLLEGE BLVD	RNB-4-151	US	DE	941672743			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:07:00.0	0	0	intc-20230126_htm.xml	1	
0000056701-23-000005	56701	KOSS CORP	3651	US	WI	MILWAUKEE	53212	4129 N PORT WASHINGTON AVE		4149645000	US	WI	MILWAUKEE	53212	4129 N PORT WASHINGTON AVE		US	DE	391168275	KOSS ELECTRONICS INC	19721005	4-NON	0	0630	8-K	20230131			20230126	2023-01-26 17:21:00.0	0	0	koss-20230126x8k_htm.xml	1	
0000062709-23-000006	62709	MARSH & MCLENNAN COMPANIES, INC.	6411	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		2123455000	US	NY	NEW YORK	10036	1166 AVENUE OF THE AMERICAS		US	DE	362668272	MARSH & MCLENNAN COMPANIES INC	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:13:00.0	0	0	mmc-20230126_htm.xml	1	
0000063296-23-000006	63296	MATTHEWS INTERNATIONAL CORP	3360	US	PA	PITTSBURGH	15212-5851	TWO NORTHSHORE CENTER		4124428200	US	PA	PITTSBURGH	15212-5851	TWO NORTHSHORE CENTER		US	PA	250644320	MATTHEWS JAMES H & CO	19780823	1-LAF	0	0930	8-K	20230131			20230126	2023-01-26 11:09:00.0	0	0	matw-20230125_htm.xml	1	
0000063754-23-000003	63754	MCCORMICK & CO INC	2090	US	MD	HUNT VALLEY	21031	24 SCHILLING ROAD	SUITE 1	4107717301	US	MD	HUNT VALLEY	21031	24 SCHILLING ROAD	SUITE 1	US	MD	520408290	MCCORMICK & CO	19660620	1-LAF	0	1130	8-K	20230131			20230126	2023-01-26 07:27:00.0	0	0	mkc-20230126_htm.xml	1	
0000063754-23-000005	63754	MCCORMICK & CO INC	2090	US	MD	HUNT VALLEY	21031	24 SCHILLING ROAD	SUITE 1	4107717301	US	MD	HUNT VALLEY	21031	24 SCHILLING ROAD	SUITE 1	US	MD	520408290	MCCORMICK & CO	19660620	1-LAF	1	1130	10-K	20221130	2022	FY	20230126	2023-01-26 16:59:00.0	0	1	mkc-20221130_htm.xml	1	
0000072903-23-000002	72903	XCEL ENERGY INC	4931	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		6123305500	US	MN	MINNEAPOLIS	55401	414 NICOLLET MALL		US	MN	410448030	NORTHERN STATES POWER CO /MN/	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 17:39:00.0	0	0	xel-20230126_htm.xml	5	92521 81018 72909 1123852
0000072971-23-000024	72971	WELLS FARGO & COMPANY/MN	6021	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		6126671234	US	CA	SAN FRANCISCO	94163	420 MONTGOMERY STREET		US	DE	410449260	WELLS FARGO & CO/MN	19981103	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 17:19:00.0	0	0	wfc-20230124_htm.xml	1	
0000074260-23-000004	74260	OLD REPUBLIC INTERNATIONAL CORP	6351	US	IL	CHICAGO	60601	307 N MICHIGAN AVE		3123468100	US	IL	CHICAGO	60601	307 N MICHIGAN AVE		US	DE	362678171			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:41:00.0	0	0	ori-20230126_htm.xml	1	
0000074303-23-000018	74303	OLIN CORP	2800	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	3144801400	US	MO	CLAYTON	63105	OLIN CORPORATION	190 CARONDELET PLAZA SUITE 1530	US	VA	131872319	OLIN CORP	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:19:00.0	0	0	oln-20230126_htm.xml	1	
0000076605-23-000024	76605	PATRICK INDUSTRIES INC	3714	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		574-294-7511	US	IN	ELKHART	46515	107 WEST FRANKLIN STREET PO BOX 638		US	IN	351057796			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:16:00.0	0	0	patk-20230126_htm.xml	1	
0000089800-23-000002	89800	SHERWIN WILLIAMS CO	5200	US	OH	CLEVELAND	44115	101 PROSPECT AVE NW		2165662200	US	OH	CLEVELAND	44115	101 PROSPECT AVE NW		US	OH	340526850			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:05:00.0	0	0	shw-20230126_htm.xml	1	
0000092380-23-000007	92380	SOUTHWEST AIRLINES CO	4512	US	TX	DALLAS	75235	2702 LOVE FIELD DR	P O BOX 36611	2147924000	US	TX	DALLAS	75235-1611	PO BOX 36611		US	TX	741563240	AIR SOUTHWEST CO	19760108	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:32:00.0	0	0	luv-20230126_htm.xml	1	
0000101199-23-000006	101199	UNITED FIRE GROUP INC	6331	US	IA	CEDAR RAPIDS	52401	118 SECOND AVE SE		3193995700	US	IA	CEDAR RAPIDS	52407	P O BOX 73909				452302834	UNITED FIRE GROUP, INC.	20120202	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 14:30:00.0	1	0	ufcs-20230126_htm.xml	1	
0000102212-23-000004	102212	UNIVEST FINANCIAL CORP	6022	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	PO BOX 197	2157212400	US	PA	SOUDERTON	18964	14 NORTH MAIN STREET	PO BOX 197	US	PA	231886144	UNIVEST CORP OF PENNSYLVANIA	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:52:00.0	0	0	uvsp-20230125_htm.xml	1	
0000109563-23-000004	109563	APPLIED INDUSTRIAL TECHNOLOGIES INC	5080	US	OH	CLEVELAND	44115-5056	ONE APPLIED PLAZA		216-426-4753	US	OH	CLEVELAND	44115-5056	ONE APPLIED PLAZA		US	OH	340117420	BEARINGS INC /OH/	19920703	1-LAF	0	0630	8-K	20230131			20230126	2023-01-26 09:11:00.0	0	0	ait-20230126_htm.xml	1	
0000202058-23-000005	202058	L3HARRIS TECHNOLOGIES, INC. /DE/	3812	US	FL	MELBOURNE	32919	1025 W NASA BLVD		3217279100	US	FL	MELBOURNE	32919	1025 W NASA BLVD		US	DE	340276860	HARRIS CORP /DE/	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:02:00.0	1	0	hrs-20230126_htm.xml	1	
0000315213-23-000004	315213	ROBERT HALF INTERNATIONAL INC.	7363	US	CA	MENLO PARK	94025	2884 SAND HILL RD	STE 200	6502346000	US	CA	MENLO PARK	94025	2884 SAND HILL ROAD	STE 200	US	DE	941648752	HALF ROBERT INTERNATIONAL INC /DE/	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:03:00.0	0	0	rhi-20230126_htm.xml	1	
0000319201-23-000008	319201	KLA CORP	3827	US	CA	MILPITAS	95035	ONE TECHNOLOGY DRIVE		4088753000	US	CA	MILPITAS	95035	ONE TECHNOLOGY DRIVE		US	DE	042564110	KLA TENCOR CORP	19970505	1-LAF	0	0630	8-K	20230131	2023	Q2	20230126	2023-01-26 16:24:00.0	0	0	klac-20230126_htm.xml	1	
0000350852-23-000040	350852	COMMUNITY TRUST BANCORP INC /KY/	6022	US	KY	PIKEVILLE	41502-2947	346 NORTH MAYO TRAIL	P.O. BOX 2947	(606)433-4643	US	KY	PIKEVILLE	41502-2947	346 NORTH MAYO TRAIL	P.O. BOX 2947	US	KY	610979818	COMMUNITY TRUST BANCORP INC/	19971124	2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 09:09:00.0	0	0	execcomp8k_htm.xml	1	
0000708955-23-000006	708955	FIRST FINANCIAL BANCORP /OH/	6021	US	OH	CINCINNATI	45202	255 EAST FIFTH STREET	SUITE 800	8773229530	US	OH	CINCINNATI	45202	255 EAST FIFTH STREET	SUITE 800	US	OH	311042001			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 16:19:00.0	0	0	ffbc-20230126_htm.xml	1	
0000711669-23-000004	711669	COLONY BANKCORP INC	6022	US	GA	FITZGERALD	31750	115 SOUTH GRANT STREET	.	229-426-6000	US	GA	FITZGERALD	31750	115 SOUTH GRANT STREET	.	US	GA	581492391			4-NON	0	1231	8-K	20230131			20230126	2023-01-26 16:31:00.0	0	0	cban-20230126_htm.xml	1	
0000712534-23-000046	712534	FIRST MERCHANTS CORP	6021	US	IN	MUNCIE	47308-0792	200 E JACKSON ST	PO BOX 792	7657471500	US	IN	MUNCIE	47305	200 EAST JACKSON STREET		US	IN	351544218			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:07:00.0	0	0	frme-20230126_htm.xml	1	
0000712534-23-000048	712534	FIRST MERCHANTS CORP	6021	US	IN	MUNCIE	47308-0792	200 E JACKSON ST	PO BOX 792	7657471500	US	IN	MUNCIE	47305	200 EAST JACKSON STREET		US	IN	351544218			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:16:00.0	0	0	frme-20230126_htm.xml	1	
0000714310-23-000003	714310	VALLEY NATIONAL BANCORP	6021	US	NY	NEW YORK	10119	ONE PENN PLAZA		(973) 305-8800	US	NY	NEW YORK	10119	ONE PENN PLAZA		US	NJ	222477875			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:12:00.0	0	0	vly-20230126_htm.xml	1	
0000715579-23-000004	715579	ACNB CORP	6022	US	PA	GETTYSBURG	17325	16 LINCOLN SQUARE	P O BOX 3129	7173343161	US	PA	GETTYSBURG	17325	P O BOX 3129	16 LINCOLN SQUARE	US	PA	232233457			2-ACC	0	1231	8-K	20230131			20230126	2023-01-26 09:06:00.0	0	0	acnb-20230126_htm.xml	1	
0000717423-23-000004	717423	MURPHY OIL CORP	1311	US	TX	HOUSTON	77024	9805 KATY FWY	SUITE G-200	2816759000	US	TX	HOUSTON	77024	9805 KATY FWY	SUITE G-200	US	DE	710361522	MURPHY OIL CORP /DE	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:57:00.0	0	0	mur-20230126_htm.xml	1	
0000719220-23-000003	719220	S&T BANCORP INC	6022	US	PA	INDIANA	15701	800 PHILADELPHIA STREET	PO BOX 190	724-427-2347	US	PA	INDIANA	15701	800 PHILADELPHIA STREET	PO BOX 190	US	PA	251434426			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:33:00.0	0	0	stba-20230125_htm.xml	1	
0000721994-23-000010	721994	LAKELAND FINANCIAL CORP	6022	US	IN	WARSAW	46581-1387	202 E CENTER ST	P O BOX 1387	5742676144	US	IN	WARSAW	46581	202 E CENTER ST	PO BOX 1387	US	IN	351559596			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 09:11:00.0	0	0	lkfn-20230126_htm.xml	1	
0000766421-23-000005	766421	ALASKA AIR GROUP, INC.	4512	US	WA	SEATTLE	98188	19300 INTERNATIONAL BOULEVARD		206-392-5040	US	WA	SEATTLE	98188	19300 INTERNATIONAL BOULEVARD		US	DE	911292054	ALASKA AIR GROUP INC	19920703	1-LAF	0	1231	8-K	20230131			20230126	2023-01-25 19:59:00.0	0	0	alk-20230126_htm.xml	1	
0000796343-23-000011	796343	ADOBE INC.	7372	US	CA	SAN JOSE	95110-2704	345 PARK AVE		4085366000	US	CA	SAN JOSE	95110-2704	345 PARK AVENUE		US	DE	770019522	ADOBE SYSTEMS INC	19940208	1-LAF	0	1130	8-K	20230131			20230126	2023-01-26 16:14:00.0	0	0	adbe-20230124_htm.xml	1	
0000798941-23-000010	798941	FIRST CITIZENS BANCSHARES INC /DE/	6022	US	NC	RALEIGH	27609	4300 SIX FORKS ROAD		919 716 7000	US	NC	RALEIGH	27609	4300 SIX FORKS ROAD		US	DE	561528994			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 06:35:00.0	1	0	fcnca-20230124_htm.xml	1	
0000801337-23-000004	801337	WEBSTER FINANCIAL CORP	6021	US	CT	STAMFORD	06902	200 ELM STREET		203-578-2202	US	CT	STAMFORD	06902	200 ELM STREET		US	DE	061187536			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 07:31:00.0	0	0	wbs-20230126_htm.xml	1	
0000814547-23-000004	814547	FAIR ISAAC CORP	7389	US	MT	BOZEMAN	59715	5 WEST MENDENHALL	SUITES 105	(406) 982-7276	US	MT	BOZEMAN	59715	5 WEST MENDENHALL	SUITES 105	US	DE	941499887	FAIR ISAAC & COMPANY INC	19920703	1-LAF	0	0930	10-Q	20221231	2023	Q1	20230126	2023-01-26 16:24:00.0	0	1	fico-20221231_htm.xml	1	
0000824410-23-000002	824410	SANDY SPRING BANCORP INC	6021	US	MD	OLNEY	20832	17801 GEORGIA AVE		3017746400	US	MD	OLNEY	20832	17801 GEORGIA AVENUE				521532952			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 08:29:00.0	0	0	sasr-20230126_htm.xml	1	
0000824410-23-000004	824410	SANDY SPRING BANCORP INC	6021	US	MD	OLNEY	20832	17801 GEORGIA AVE		3017746400	US	MD	OLNEY	20832	17801 GEORGIA AVENUE				521532952			1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 12:23:00.0	0	0	sasr-20230125_htm.xml	1	
0000846617-23-000002	846617	DIME COMMUNITY BANCSHARES, INC. /NY/	6021	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	6315371000	US	NY	HAUPPAUGE	11788	898 VETERANS MEMORIAL HIGHWAY	SUITE 560	US	NY	112934195	BRIDGE BANCORP, INC.	20190819	1-LAF	0	1231	8-K	20230131			20230126	2023-01-26 14:31:00.0	0	0	dcom-20230126x8k_htm.xml	1	
